typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20150101","2015","52","2015","276","DEU","Germany","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","256","false","2","m²","725","false","256","false",,"false","2570.073",,"2570.073","0","false","true",
"C","A","20150101","2015","52","2015","372","IRL","Ireland","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","2","m²","2","false","3","false","0","false","307.335","0","307.335","0","false","true",
"C","A","20150101","2015","52","2015","410","KOR","Rep. of Korea","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","-1","N/A",,"false","2","false",,"false","328",,"328","0","true","false",
"C","A","20150101","2015","52","2015","528","NLD","Netherlands","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","28","false","2","m²","60","false","28","false","0","false","666.364",,"666.364","0","false","true",
"C","A","20150101","2015","52","2015","554","NZL","New Zealand","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","37167.429","true","-1","N/A","0","false","37167.429","true","26219","false","169053.029",,"169053.029","0","false","true",
"C","A","20150101","2015","52","2015","608","PHL","Philippines","M","Import","36","AUS","Australia","0","W00","World","H2","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4847","false","-1","N/A",,"false","4847","false",,"false","13501",,"13501","0","true","false",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2496.506","true","-1","N/A","0","false","2496.506","true",,"false","18904.172",,"18904.172","0","false","true",
"C","A","20150101","2015","52","2015","752","SWE","Sweden","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20.805","true","-1","N/A","0","false","20.805","true","0","false","118.571",,"118.571","6","false","true",
"C","A","20150101","2015","52","2015","757","CHE","Switzerland","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10","false","8","kg","10","false","10","false","0","false","733.046","0","733.046","0","false","true",
"C","A","20150101","2015","52","2015","764","THA","Thailand","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","5901","Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2.218","true","-1","N/A","0","false","2.218","true",,"false","15.58",,"15.58","0","false","true",
