name,longitude,latitude,city,state
Parramatta Artists’ Studios,150.9991808,-33.8142127,Parramatta,NSW
Penny Contemporary,147.3281233,-42.8825088,Hobart,TAS
Penrith Regional Gallery & The Lewers Bequest,150.6677778,-33.7483333,Emu Plains,NSW
Perc Tucker Regional Gallery,146.8036047,-19.3502845,Townsville City,QLD
Performance Arts Culture Cessnock | PACC,151.3511111,-32.8316667,Cessnock,NSW
Perth Centre for Photography (PCP),115.8430024,-31.9468163,West Perth,WA
Perth Institute of Contemporary Arts (PICA),115.8575464,-31.9478509,Northbridge,WA
PG Gallery,144.9918537,-37.8377695,South Yarra,VIC
Philip Bacon Galleries,153.0381178,-27.4605581,Fortitude Valley,QLD
PhotoAccess Huw Davies Gallery,149.1371297,-35.3253499,Griffith,ACT
PIERMARQ*,151.2102246,-33.8797985,Surry Hills,NSW
Pine Rivers Art Gallery,152.9905347,-27.3099861,Strathpine,QLD
Pinnacles Gallery,146.7262642,-19.312847,Thuringowa Central,QLD
Platform Arts,144.3598241,-38.1493248,Geelong,VIC
"Plimsoll Gallery, University of Tasmania",147.3218083,-42.906822,University of,TAS
Port Pirie Regional Art Gallery,138.0058614,-33.1791249,Port Pirie,SA
Portland Arts Centre,141.6042304,-38.3456231,Portland,VIC
Potter Museum of Art,144.9515533,-37.7871148,Parkville,VIC
Powerhouse Museum: Museum of Applied Arts and Sciences (MAAS),151.2017012,-33.8831229,Ultimo,NSW
praxis ARTSPACE,138.5799792,-34.9028963,Bowden,SA
Print Council of Australia Gallery,144.9640203,-37.8253618,Southbank,VIC
Professor Sir Joseph Burke Gallery,144.9515533,-37.7871148,Parkville,VIC
Project8 Gallery,144.9631732,-37.8142454,Melbourne,VIC
PS Art Space,115.7586172,-32.0534086,Fremantle,WA
Pt. Leo Estate,145.0742551,-38.4060611,Merricks,VIC
Purple Noon Gallery,150.8024693,-33.5632311,Freemans Reach,NSW
QDOS Fine Arts,143.9748166,-38.5411691,Lorne,VIC
Quadrant Gallery + Art Advisory,145.0317207,-37.8244246,Hawthorn,VIC
Queen Victoria Museum & Art Gallery,151.2117984,-33.8696848,Queen,VIC
Queenscliff Gallery,144.9918537,-37.8377695,South Yarra,VIC
Queensland Art Gallery | Gallery of Modern Art,153.01711,-27.4705444,South Brisbane,QLD
Queensland Museum,153.0179843,-27.4727764,Queensland Museum,QLD
Queensland Museum Kurilpa,153.0168295,-27.4748293,South Brisbane,QLD
QUT Art Museum and William Robinson Gallery,153.0235009,-27.4689623,Brisbane,QLD
RACV City Club,144.9595766,-37.815926,Melbourne,VIC
RACV Goldfields Resort,143.8939669,-37.4245857,Creswick,VIC
RACV Healesville Country Club & Resort,145.5161533,-37.6537218,Healesville,VIC
RACV Inverloch Resort,145.6866591,-38.6489017,Inverloch,VIC
RAFT Artspace,133.8812885,-23.6983884,Alice Springs,NT
Ravenswood School for Girls,151.1518099,-33.7553899,Gordon,NSW
ReadingRoom,145.0009469,-37.7728157,Northcote,VIC
Red Gallery,144.9818705,-37.7853764,Fitzroy North,VIC
Red Tree Gallery and Sculpture Park,145.8888343,-38.0258265,Jindivick,VIC
REDBASE,151.1970464,-33.8845719,Chippendale Sydney,NSW
Redcliffe Art Gallery,153.1129973,-27.2268785,Redcliffe,QLD
Redfern Art & Ceramic Gallery,151.2040292,-33.8931044,Redfern,NSW
"Redland Art Gallery, Cleveland",153.2667298,-27.5262987,Cleveland,QLD
Rex-Livingston Art + Objects,150.3121633,-33.713759,Katoomba,NSW
Riddoch Arts & Cultural Centre,140.7809835,-37.8288518,Mount Gambier,SA
RMIT Design Hub Gallery,144.9645832,-37.8081607,RMIT University,VIC
RMIT First Site Gallery,144.9639143,-37.8090205,Melbourne,VIC
RMIT Gallery,144.9631732,-37.8142454,Melbourne,VIC
Roberson Art Gallery,144.9907213,-37.80745,Richmond,VIC
Robyn Bauer Studio Gallery,153.0001083,-27.4607525,Paddington,QLD
Rochfort Gallery,151.2091974,-33.8343158,North Sydney,NSW
Rockhampton Museum of Art,150.5102964,-23.3792268,Rockhampton City,QLD
Rogue Pop-Up Gallery,151.2040292,-33.8931044,Redfern,NSW
Roslyn Oxley9 Gallery,151.2272766,-33.8841572,Paddington,NSW
Rosny Farm,147.366536,-42.8669303,Rosny Park,TAS
Ross Creek Gallery,143.767163,-37.6028625,Smythes Creek,VIC
Royal South Australian Society of Arts Inc.,138.5999312,-34.9281805,Adelaide,SA
Rubicon ARI,144.9423514,-37.8076092,North Melbourne,VIC
Rusten House Art Centre,149.2337634,-35.3524518,Queanbeyan,NSW
S.H. Ervin Gallery,151.2083216,-33.859992,The Rocks,NSW
Saint Cloche,151.2272766,-33.8841572,Paddington,NSW
Salamanca Arts Centre,147.3281233,-42.8825088,Hobart,TAS
Salt Contemporary Art,144.6612949,-38.2671132,Queenscliff,VIC
Samstag Museum of Art,138.5999312,-34.9281805,Adelaide,SA
Sarah Scout Presents,144.9631732,-37.8142454,Melbourne,VIC
Sauerbier House Culture Exchange,144.9918537,-37.8377695,South Yarra,VIC
Sawtooth ARI,147.1359349,-41.4221595,Invermay,TAS
SCA Gallery,151.1800986,-33.8896116,Camperdown,NSW
Scieppan Gallery,151.219225,-33.8783381,Darlinghurst,NSW
Scratch Art Space,151.1560775,-33.9104,Marrickville,NSW
SEVENTH Gallery,144.9907213,-37.80745,Richmond,VIC
Shepparton Art Museum,145.3967786,-36.3912762,Shepparton,VIC
Shivers Gallery,144.9613103,-37.7664715,Brunswick,VIC
Shoalhaven Regional Gallery Nowra,150.6004709,-34.8741198,Nowra,NSW
Silver Leaf Art Box,145.0885175,-38.3898238,Merricks,VIC
Slow Clay Centre,144.9881387,-37.802104,Collingwood,VIC
SNO Contemporary Art Projects,151.1560775,-33.9104,Marrickville,NSW
Sofitel Melbourne on Collins,144.9631732,-37.8142454,Melbourne,VIC
Soho Galleries – Sydney,151.2476855,-33.8283536,Mosman,NSW
SOL Gallery,144.9792611,-37.8010382,Fitzroy,VIC
Sophie Gannon Gallery,144.9907213,-37.80745,Richmond,VIC
South Australian Museum,138.6035628,-34.9207272,Adelaide,SA
South Australian School of Art (SASA) Gallery,138.5999312,-34.9281805,Adelaide,SA
South East Centre for Contemporary Art – SECCA,149.8408283,-36.6780983,Bega,NSW
St Francis’ Contemporary Art Space,144.9623715,-37.8115579,Melbourne,VIC
STALA Contemporary,115.8321028,-31.9385927,West Leederville,WA
Stanley Street Gallery,151.219225,-33.8783381,Darlinghurst,NSW
Stanthorpe Regional Art Gallery,151.9338265,-28.6559947,Stanthorpe,QLD
State Library of New South Wales (NSW),151.2128494,-33.866874,Library of,NSW
State Library of Queensland (SLQ),153.018136,-27.4711996,Library of,QLD
State Library Victoria (SLV),144.9655352,-37.8097696,State Library,VIC
STATION | Melbourne,144.9918537,-37.8377695,South Yarra,VIC
STATION | Sydney,151.2100301,-33.8845123,Surry Hills,NSW
SteelReid Studio,150.4052237,-33.609741,Blue Mountains,NSW
Stephen McLaughlan Gallery,144.9631732,-37.8142454,Melbourne,VIC
Stockroom Kyneton,144.4460414,-37.2436393,Kyneton,VIC
Straitjacket,151.7302778,-32.9225,Broadmeadow,NSW
Studio 13 Gallery,151.2272766,-33.8841572,Paddington,NSW
Studio A,151.7720626,-32.9308321,Leonards,NSW
Studio Altenburg Fine Art Gallery,149.7955552,-35.4388907,Braidwood,NSW
Sturt Gallery and Studios,150.4478867,-34.4551869,Mittagong,NSW
Suki and Hugh Gallery,149.4387166,-35.2547375,Bungendore,NSW
Sullivan+Strumpf Gadigal/Sydney,151.2082183,-33.9076623,Zetland,NSW
Sullivan+Strumpf Naarm/Melbourne,144.9881387,-37.802104,Collingwood,VIC
Sutton Gallery,144.9784129,-37.7997624,Fitzroy,VIC
Swan Hill Regional Art Gallery,143.5588436,-35.3390784,Swan Hill,VIC
Sydney Road Gallery,151.2644605,-33.7943622,Balgowlah,NSW
Tamworth Regional Gallery,150.9290159,-31.0900743,Tamworth,NSW
Tandanya,138.5999312,-34.9281805,Adelaide,SA
"Tanks Arts Centre, Cairns",145.7383878,-16.882864,Hill Cairns,QLD
TarraWarra Museum of Art,145.5161533,-37.6537218,Healesville,VIC
Tasmanian Museum and Art Gallery,147.3281233,-42.8825088,Hobart,TAS
The Art Gallery of Western Australia,145.2414171,-37.8684233,Gallery of,WA
The Color Queen Gallery,151.2733318,-33.8618335,Woollahra,NSW
The Cross Art Projects,151.2222308,-33.8744874,Kings Cross,NSW
The Drying Shed,144.2200032,-37.0664778,Castlemaine,VIC
The G Contemporary,153.091049,-26.40014,Noosa Heads,QLD
The Garden Gallery,151.2082848,-33.8698439,Sydney,NSW
The Hive Gallery,144.52487,-38.267045,Ocean Grove,VIC
The Hue and Cry Collective,144.3598241,-38.1493248,Geelong,VIC
The Japan Foundation Gallery,151.1963009,-33.8844171,Broadway Chippendale,NSW
The Johnston Collection,144.9858851,-37.812498,East Melbourne,VIC
The Ken Done Gallery,151.2083216,-33.859992,The Rocks,NSW
The Lock-Up,151.7795348,-32.9192953,Newcastle,NSW
THE LUME Melbourne,144.9383614,-37.8124824,Wharf Melbourne,VIC
The Main Gallery,138.5999312,-34.9281805,Adelaide,SA
The Maritime Museum,151.2082848,-33.8698439,Sydney,NSW
The Maud Street Photo Gallery,153.0461534,-27.4483345,Newstead,QLD
The Mill Adelaide,138.5999312,-34.9281805,Adelaide,SA
The Museum of Chinese Australian History,144.9631732,-37.8142454,Melbourne,VIC
The Sculptors Society (TSS),151.2082848,-33.8698439,Sydney,NSW
The Shop Gallery,151.1888905,-33.8817508,Glebe,NSW
The Sovereign Hill Museum,143.8648855,-37.5737773,Golden Point,VIC
The Stan Gallery,145.1281258,-37.8752637,Mount Waverley,VIC
The SUBSTATION,144.8829759,-37.8442106,Newport,VIC
The TAG Art Gallery,147.3281233,-42.8825088,Hobart,TAS
The Torch at Glen Eira Council Gallery,145.0218005,-37.870828,Caulfield North,VIC
The Torch Gallery,144.9684343,-37.8004228,Carlton,VIC
The University Gallery,151.7011832,-32.8927988,Callaghan,NSW
THIS IS NO FANTASY,144.9792611,-37.8010382,Fitzroy,VIC
Tin Sheds Gallery,151.1932156,-33.890862,Darlington,NSW
Tolarno Galleries,144.9631732,-37.8142454,Melbourne,VIC
Toowoomba Regional Art Gallery,151.9525538,-27.5636883,Toowoomba,QLD
Town Hall Gallery,145.0317207,-37.8244246,Hawthorn,VIC
Tuggeranong Arts Centre,149.0707621,-35.4159834,Greenway,ACT
Tweed Regional Gallery & Margaret Olley Art Centre,153.3965391,-28.326296,Murwillumbah South,NSW
Twenty Twenty Six Gallery,151.2724119,-33.8906977,Bondi Beach,NSW
Tyger Gallery,148.9110055,-34.8418629,Yass,NSW
Umbrella Studio Contemporary Arts,146.8239537,-19.2569391,Townsville,QLD
UMI Arts Gallery,145.7366683,-16.9172775,Manoora,QLD
University of the Sunshine Coast Art Gallery,152.8508329,-26.7079095,Sunshine Coast,QLD
"University of Western Sydney, Australia-China Institute",151.002666,-33.8139843,Parramatta,NSW
UNSW Galleries,151.2272766,-33.8841572,Paddington,NSW
UQ Anthropology  Museum,153.0111705,-27.4975634,Saint Lucia,QLD
UQ Art Museum,153.0131666,-27.497418,University of,QLD
USC Art Gallery,153.0783709,-26.7257935,Sippy Downs,QLD
UTS Gallery,151.1984346,-33.8794728,Ultimo,NSW
VAS Gallery I The Victorian Artists Society,144.9858851,-37.812498,East Melbourne,VIC
Verge Gallery,151.2082848,-33.8698439,Sydney,NSW
Vivien Anderson Gallery,144.9918537,-37.8377695,South Yarra,VIC
VOID Melbourne,144.9631732,-37.8142454,Melbourne,VIC
Wagga Wagga Art Gallery,147.3677778,-35.115,Wagga Wagga,NSW
Wagner Contemporary,151.2272766,-33.8841572,Paddington,NSW
Walker Street Gallery and Arts Centre, 145.2109410165985, -37.98803872689106, Gallery and Arts Centre Cnr Walker and Robinson Streets Dandenong,VIC
Wallarobba Arts and Cultural Centre,151.1050554,-33.7053422,Hornsby,NSW
Walyalup Fremantle Arts Centre,115.7586172,-32.0534086,Fremantle,WA
Wangaratta Art Gallery,146.3228311,-36.356434,Wangaratta,VIC
Warrnambool Art Gallery (WAG),142.4830589,-38.3845515,Warrnambool,VIC
Watercolour Society of Victoria,144.9566002,-37.8106712,Society of,VIC
Watt Space Gallery,151.7795348,-32.9192953,Newcastle,NSW
Wentworth Galleries,151.2082848,-33.8698439,Sydney,NSW
West End Art Space,144.9238207,-37.808747,West Melbourne,VIC
West Space,144.9881387,-37.802104,Collingwood,VIC
Wester Gallery,151.76,-32.9286111,Newcastle West,NSW
"Western Plains Cultural Centre, Dubbo",148.6026502,-32.2478964,Dubbo,NSW
Weswal Gallery,150.9436111,-31.0894444,East Tamworth,NSW
White Rabbit Contemporary Chinese Art Collection,151.1998211,-33.8863291,Chippendale,NSW
Whitehorse Artspace,145.1261267,-37.8215116,Box Hill,VIC
Wollongong Art Gallery,150.8920501,-34.4259668,Wollongong,NSW
Workspace 3496,142.1895377,-34.3070205,Red Cliffs,VIC
Wyndham Art Gallery,144.6578395,-37.9037257,Werribee,VIC
Yarra Ranges Regional Museum,145.3535324,-37.7558212,Lilydale,VIC
Yarra Sculpture Gallery,144.9932064,-37.802857,Abbotsford,VIC
Yarrila Arts and Museum,153.1094116,-30.2985996,Coffs Harbour,NSW
Yering Station Art Gallery,144.9918537,-37.8377695,South Yarra,VIC
ZART Student Gallery,143.9027294,-37.551478,Hill North,VIC
Zig Zag Gallery,116.1022069,-32.0038075,Kalamunda,WA
