typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20160101","2016","52","2016","426","LSO","Lesotho","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","80","false","8","kg","80","false","80","false","80","false","3350.737",,"3350.737","0","false","true",
"C","A","20160101","2016","52","2016","440","LTU","Lithuania","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","3091.2","false","8","kg","3091.2","false","3091.2","false",,"false","30307",,"30307","0","false","true",
"C","A","20160101","2016","52","2016","458","MYS","Malaysia","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","246890","false","-1","N/A",,"false","246890","false",,"false","1292600",,"1292600","0","true","false",
"C","A","20160101","2016","52","2016","462","MDV","Maldives","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3017","true","-1","N/A",,"false","3017","true",,"false","13601",,"13601","6","true","false",
"C","A","20160101","2016","52","2016","466","MLI","Mali","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","422","false","-1","N/A",,"false","422","false",,"false","10865",,"10865","0","true","false",
"C","A","20160101","2016","52","2016","480","MUS","Mauritius","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","4080","false","8","kg","4080","false","4080","false",,"false","17118.218","14207.749","17118.218","0","false","true",
"C","A","20160101","2016","52","2016","484","MEX","Mexico","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"4890","4890","0","false","true",
"C","A","20160101","2016","52","2016","490","S19","Other Asia, nes","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9775","false","-1","N/A",,"false","9775","false",,"false","71464",,"71464","0","true","false",
"C","A","20160101","2016","52","2016","496","MNG","Mongolia","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6876","false","-1","N/A",,"false","6876","false",,"false","156741",,"156741","0","true","false",
"C","A","20160101","2016","52","2016","512","OMN","Oman","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3640","false","8","kg","3640","false","3640","false","0","false","34442.13",,"34442.13","0","false","true",
"C","A","20160101","2016","52","2016","528","NLD","Netherlands","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","844","false","8","kg","844","false","844","false","0","false","7974.974",,"7974.974","0","false","true",
"C","A","20160101","2016","52","2016","554","NZL","New Zealand","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","4703281.895","true","-1","N/A","0","false","4703281.895","true","5753635","false","23263004.263",,"23263004.263","6","false","true",
"C","A","20160101","2016","52","2016","579","NOR","Norway","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15","false","-1","N/A",,"false","15","false",,"false","169",,"169","0","true","false",
"C","A","20160101","2016","52","2016","585","PLW","Palau","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1753","false","-1","N/A",,"false","1753","false",,"false",,"20972","20972","0","true","false",
"C","A","20160101","2016","52","2016","586","PAK","Pakistan","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1817","false","-1","N/A",,"false","1817","false",,"false","8092",,"8092","0","true","false",
"C","A","20160101","2016","52","2016","608","PHL","Philippines","M","Import","36","AUS","Australia","0","W00","World","H2","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","36513","false","-1","N/A",,"false","36513","false",,"false","274085",,"274085","0","true","false",
"C","A","20160101","2016","52","2016","616","POL","Poland","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","261","false","-1","N/A",,"false","261","false",,"false","1000",,"1000","0","true","false",
"C","A","20160101","2016","52","2016","642","ROU","Romania","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","135","false","-1","N/A",,"false","135","false",,"false","2204",,"2204","0","true","false",
"C","A","20160101","2016","52","2016","643","RUS","Russian Federation","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","3617.3","false","8","kg","3617.3","false","3617.3","false",,"false","53435.5",,"53435.5","0","false","true",
"C","A","20160101","2016","52","2016","682","SAU","Saudi Arabia","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","3000","false","8","kg","3000","false","3000","false",,"false","29333.37",,"29333.37","0","false","true",
"C","A","20160101","2016","52","2016","690","SYC","Seychelles","M","Import","36","AUS","Australia","0","W00","World","H3","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","398.12","false","5","u","159","false","398.12","false","0","false","7952.03","0","7952.03","0","false","true",
"C","A","20160101","2016","52","2016","694","SLE","Sierra Leone","M","Import","36","AUS","Australia","0","W00","World","H3","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","714","false","-1","N/A",,"false","714","false",,"false","95",,"95","0","true","false",
"C","A","20160101","2016","52","2016","699","IND","India","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","31065","true","-1","N/A",,"false","31065","true",,"false","378040",,"378040","6","true","false",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","124911","false","7","l","124911","false","124911","false",,"false","1289968.412",,"1289968.412","0","false","true",
"C","A","20160101","2016","52","2016","704","VNM","Viet Nam","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","119243.847","true","-1","N/A","0","false","119243.847","true",,"false","532508.98",,"532508.98","0","false","true",
"C","A","20160101","2016","52","2016","710","ZAF","South Africa","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2218.86","false","8","kg","2218.86","false","2218.86","false","0","false",,"15673.26","15673.26","0","false","true",
"C","A","20160101","2016","52","2016","724","ESP","Spain","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","929","false","8","kg","929","false","929","false","0","false","11526.606",,"11526.606","0","false","true",
"C","A","20160101","2016","52","2016","752","SWE","Sweden","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","58.398","true","-1","N/A","0","false","58.398","true","0","false","350.303","0","350.303","6","false","true",
"C","A","20160101","2016","52","2016","757","CHE","Switzerland","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","2139.085","0","2139.085","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","200664","false","8","kg","200664","false","200664","false",,"false","887644.23",,"887644.23","0","false","true",
"C","A","20160101","2016","52","2016","784","ARE","United Arab Emirates","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","79034","false","8","kg","79034","false","79034","false",,"false","722557.033",,"722557.033","0","false","true",
"C","A","20160101","2016","52","2016","792","TUR","Türkiye","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","100","false","8","kg","100","false","100","false","0","false","401","374","401","0","false","true",
"C","A","20160101","2016","52","2016","818","EGY","Egypt","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6611.232","true","-1","N/A","0","false","6611.232","true","0","false","29586.074","0","29586.074","6","false","true",
"C","A","20160101","2016","52","2016","826","GBR","United Kingdom","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10775","false","-1","N/A",,"false","10775","false",,"false","210245",,"210245","0","true","false",
"C","A","20160101","2016","52","2016","834","TZA","United Rep. of Tanzania","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1882","false","-1","N/A",,"false","1882","false",,"false","18712",,"18712","0","true","false",
"C","A","20160101","2016","52","2016","842","USA","USA","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","297452","false","7","l","198718","false","297452","false","0","false","6280200",,"6280200","0","false","true",
"C","A","20160101","2016","52","2016","854","BFA","Burkina Faso","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","206","false","-1","N/A",,"false","206","false",,"false","15260",,"15260","0","true","false",
"C","A","20160101","2016","52","2016","882","WSM","Samoa","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4541","true","-1","N/A",,"false","4541","true",,"false","20279",,"20279","6","true","false",
"C","A","20160101","2016","52","2016","894","ZMB","Zambia","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","946.661","true","-1","N/A","0","false","946.661","true","0","false","8229.277",,"8229.277","6","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15005.6","false","7","l","15005.6","false","15005.6","false","20234","false","88221.643","84463.15","88221.643","0","false","true",
"C","A","20170101","2017","52","2017","40","AUT","Austria","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","157500","false","8","kg","157500","false","157500","false",,"false","1404290.892",,"1404290.892","0","false","true",
"C","A","20170101","2017","52","2017","48","BHR","Bahrain","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","282.43","false","8","kg","282.43","false","282.43","false",,"false","1809.279",,"1809.279","0","false","true",
"C","A","20170101","2017","52","2017","50","BGD","Bangladesh","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","37","false","8","kg","37","false","37","false","0","false","343.369",,"343.369","0","false","true",
"C","A","20170101","2017","52","2017","51","ARM","Armenia","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1811","false","8","kg","1811","false","1811","false",,"false","15365.36",,"15365.36","0","false","true",
"C","A","20170101","2017","52","2017","56","BEL","Belgium","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","149.65","false","8","kg","149.65","false","149.65","false","0","false","3774.56","0","3774.56","0","false","true",
"C","A","20170101","2017","52","2017","60","BMU","Bermuda","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","85","false","8","kg","85","false","85","false",,"false","163.34",,"163.34","0","false","true",
"C","A","20170101","2017","52","2017","76","BRA","Brazil","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","119","false","8","kg","119","false","119","false","0","false","19320","17620","19320","0","false","true",
"C","A","20170101","2017","52","2017","90","SLB","Solomon Isds","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","59818.014","true","-1","N/A","0","false","59818.014","true",,"false","278589.444",,"278589.444","0","false","true",
"C","A","20170101","2017","52","2017","96","BRN","Brunei Darussalam","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1218","false","8","kg","1218","false","1218","false",,"false","7034.069",,"7034.069","0","false","true",
"C","A","20170101","2017","52","2017","100","BGR","Bulgaria","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","538","false","8","kg","538","false","538","false",,"false","8995.644",,"8995.644","0","false","true",
"C","A","20170101","2017","52","2017","104","MMR","Myanmar","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1106.44","false","8","kg","1106.44","false","1106.44","false","0","false","2102.22",,"2102.22","0","false","true",
"C","A","20170101","2017","52","2017","120","CMR","Cameroon","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","17.5","false","8","kg","17.5","false","17.5","false",,"false","49.805",,"49.805","0","false","true",
"C","A","20170101","2017","52","2017","124","CAN","Canada","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35821","false","-1","N/A","0","false","35821","false","0","false","0","705315.291","705315.291","0","false","true",
"C","A","20170101","2017","52","2017","144","LKA","Sri Lanka","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","5991.43","false","8","kg","5991.43","false","5991.43","false",,"false","68351.394",,"68351.394","0","false","true",
"C","A","20170101","2017","52","2017","152","CHL","Chile","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","32552.019","false","8","kg","32552.019","false","32552.019","false","0","false","201994.286","189788.096","201994.286","0","false","true",
"C","A","20170101","2017","52","2017","156","CHN","China","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1365127","false","8","kg","1365127","false","1365127","false",,"false","3903113",,"3903113","0","false","true",
"C","A","20170101","2017","52","2017","170","COL","Colombia","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","131","false","8","kg","131","false","131","false",,"false","4586.13","3662.3","4586.13","0","false","true",
"C","A","20170101","2017","52","2017","180","COD","Dem. Rep. of the Congo","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6708","false","8","kg","6708","false","6708","false","0","false","88331.127","0","88331.127","0","false","true",
"C","A","20170101","2017","52","2017","203","CZE","Czechia","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1704","false","8","kg","1704","false","1704","false",,"false","8744","8229","8744","0","false","true",
"C","A","20170101","2017","52","2017","218","ECU","Ecuador","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17540","false","8","kg","17540","false","16000","false","0","false","145280","137000","145280","0","false","true",
"C","A","20170101","2017","52","2017","242","FJI","Fiji","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","26300.52","false","8","kg","26300.52","false","26300.52","false","0","false","252778.057","0","252778.057","0","false","true",
"C","A","20170101","2017","52","2017","251","FRA","France","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1558","false","8","kg","1558","false","1558","false",,"false","10511.918",,"10511.918","0","false","true",
"C","A","20170101","2017","52","2017","258","PYF","French Polynesia","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16495","false","8","kg","16495","false","16495","false","0","false","254146.645","0","254146.645","0","false","true",
"C","A","20170101","2017","52","2017","276","DEU","Germany","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27117","false","8","kg","27117","false","27117","false","0","false","342335.411",,"342335.411","0","false","true",
"C","A","20170101","2017","52","2017","288","GHA","Ghana","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","19147.34","false","8","kg","19147.34","false","19147.34","false",,"false","36402.006",,"36402.006","0","false","true",
"C","A","20170101","2017","52","2017","296","KIR","Kiribati","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","260.033","false","8","kg","260.033","false","260.033","false","0","false","1525.112","0","1525.112","0","false","true",
"C","A","20170101","2017","52","2017","300","GRC","Greece","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","5","false","8","kg","5","false","5","false",,"false","136.662",,"136.662","0","false","true",
"C","A","20170101","2017","52","2017","344","HKG","China, Hong Kong SAR","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","3208","Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","129902","false","8","kg","129902","false","129902","false",,"false","1004744.977",,"1004744.977","0","false","true",
