name,longitude,latitude,city,state
United Cinemas Opera Quays,151.2132,-33.8593,Sydney,
Karen's Diner,151.2069,-33.8771,Sydney,
Theatre Royal Sydney,151.209,-33.8688,Sydney,
State Theatre Sydney,151.2075,-33.8709,Sydney,
Wollondilly Performing Arts Centre,150.6132,-34.1704,Sydney,
Bell Shakespeare Rehearsal Room,151.2079,-33.8587,Sydney,
Happy Endings Comedy Club,151.2215,-33.8748,Sydney,
"Eugene Goossens Hall, ABC Centre",151.2017,-33.883,Sydney,
SBW Stables Theatre,151.2223,-33.8767,Sydney,
The Blood Moon Theatre,151.2239,-33.8748,Sydney,
The Terraces - The Den,151.2086,-33.8575,Sydney,
UTS University Hall,151.2016,-33.8841,Sydney,
UTS Animal Logic Theatre,151.2022,-33.8831,Sydney,
Off Broadway Hub - Turner Theatre,151.2,-33.8812,Sydney,
Australian Theatre for Young People,151.2068,-33.8557,Sydney,
Bangarra Dance Theatre,151.2053,-33.8555,Sydney,
Roslyn Packer Theatre,151.207,-33.8675,Sydney,
Sydney Theatre,151.2065,-33.856,Sydney,
Wharf 1,151.2072,-33.8554,Sydney,
ACO On The Pier,151.2071,-33.8554,Sydney,
KXT on Broadway,151.1963,-33.8841,Sydney,
Hayes Theatre Co,151.2272,-33.8719,Sydney,
The Old Fitzroy Theatre,151.2207,-33.873,Sydney,
"Hayes Theatre Co, Woolloomooloo, Sydney",151.2272,-33.8719,Sydney,
Bondi Surf Pavillion,151.2769,-33.89,Sydney,
Kings Cross Theatre - KXT,151.223,-33.8743,Sydney,
Darlinghurst Theatre Company,151.216,-33.8787,Sydney,
TAP Gallery,151.2164,-33.8788,Sydney,
Theeca Darlinghurst,151.2145,-33.8784,Sydney,
The Loading Dock Theatre,151.2173,-33.8797,Sydney,
Parade Theatres,151.2257,-33.9161,Sydney,
Science Theatre,151.229,-33.9169,Sydney,
UNSW Roundhouse,151.2267,-33.9164,Sydney,
Eastside Arts,151.2302,-33.8873,Sydney,
Hayes Theatre Co,151.2272,-33.8719,Sydney,
The Bamboozle Room,151.2237,-33.8734,Sydney,
"York Theatre, University of Sydney",151.1932,-33.8877,Sydney,
Yellow House,151.2254,-33.8687,Sydney,
Sydney Spiegeltent,151.2272,-33.8946,Sydney,
Palace Cinemas Moore Park,151.2288,-33.8939,Sydney,
Spiegeltent Festival Garden - The Vault,151.2268,-33.894,Sydney,
Pioneer Theatre,151.0042,-33.7312,Sydney,
Improv Theatre Sydney,151.1989,-33.8964,Sydney,
Hibernian House,151.2085,-33.8845,Sydney,
The Opera Centre,151.2081,-33.8881,Sydney,
Legs On the Wall,151.1511,-33.8738,Sydney,
Annandale Creative Arts Centre,151.1705,-33.8826,Sydney,
Latvian Theatre,151.0948,-33.8732,Sydney,
Sound Lounge,151.1934,-33.8886,Sydney,
University of Sydney Law School Theatre,151.1909,-33.8873,Sydney,
Carriageworks,151.1919,-33.8933,Sydney,
PACT,151.1876,-33.8988,Sydney,
AV Union,151.1586,-33.8877,Sydney,
Hellenic Art Theatre,151.1667,-33.9037,Sydney,
Sidetrack Theatre,151.1614,-33.9016,Sydney,
The Depot Theatre,151.1611,-33.9022,Sydney,
Inner West Drama,151.1611,-33.9022,Sydney,
The Flight Path Theatre,151.1611,-33.9022,Sydney,
Hub Theatre,151.1785,-33.8979,Sydney,
King Street Theatre,151.1809,-33.9057,Sydney,
Sydney Independent Theatre Company,151.1781,-33.9038,Sydney,
The Old 505,151.179,-33.8965,Sydney,
Campbelltown Town Hall Theatre,150.8111,-34.0698,Sydney,
"Big Top, Luna Park",151.21,-33.8473,Sydney,
Sydney Exhibition Centre @ Glebe Island,151.1837,-33.8671,Sydney,
Genesian Theatre,151.1734,-33.8665,Sydney,
Casula Powerhouse,150.9128,-33.9493,Sydney,
PYT Fairfield,150.9549,-33.8726,Sydney,
Marian Street Theatre,151.1616,-33.7671,Sydney,
Workshop Arts Centre,151.2013,-33.8006,Sydney,
Zenith Theatre,151.1803,-33.7948,Sydney,
Lizotte's Restaurant,151.2827,-33.7557,Sydney,
Point Break Drama Acting Studio,151.2851,-33.753,Sydney,NSW
Northside Performance Space,151.1983,-33.8242,Sydney,
Normanhurst Uniting Church,151.0963,-33.7234,Sydney,
Isabel Menton Theatre,151.2058,-33.8387,Sydney,
The Independent Theatre,151.2082,-33.8333,Sydney,
Hunters Hill Theatre,151.1688,-33.8408,Sydney,
Chester St Theatre,151.0839,-33.7691,Sydney,
Hurstville Entertainment Centre,151.1027,-33.9642,Sydney,
Star Of The Sea Theatre,151.2854,-33.787,Sydney,
Macquarie Theatre,151.0513,-33.7748,Sydney,
"Mason Theatre,",151.1152,-33.7741,Sydney,
Lizard Log Amphitheatre,150.8764,-33.8494,Sydney,
Riverside Theatres,151.0049,-33.81,Sydney,
Roxy Hotel,151.0054,-33.8142,Sydney,
Lennox Theatre,151.005,-33.81,Sydney,
Sutherland Arts Theatre,151.0568,-34.0311,Sydney,NSW
Blacktown Arts Centre,150.9083,-33.7726,Sydney,
Arts Theatre Cronulla,151.1524,-34.0547,Sydney,
Hoyts Cronulla,151.1534,-34.0517,Sydney,
Town Hall Ruins,130.8422,-12.4303,Darwin,
Babinda Munro Theatre,145.9215,-17.3443,Cairns,
Tjapukai Aboriginal Cultural Park,145.6928,-16.8629,Cairns,
Stockland Cairns Shopping Centre,145.7399,-16.944,Cairns,
Aurora Spiegeltent,130.8427,-12.4664,Darwin,
Brown's Mart Theatre,130.8442,-12.4655,Darwin,
The Idolize Spiegeltent (George's Green),130.8344,-12.4466,Darwin,
Barcaldine Radio Theatre,145.2883,-23.5529,Barcaldine,
Blackall Cultural Centre,145.4695,-24.4213,Blackall,
Cairns Civic Centre,145.7706,-16.9199,Cairns,QLD
Event Cinemas,145.7741,-16.9219,Cairns,
Darebin Arts and Entertainment Centre,145.0505,-37.7053,Bundoora,
Bulmba-ja Arts Centre,145.7747,-16.9182,Cairns,
Rondo Theatre,145.7492,-16.9037,Cairns,
Gemco Players Community Theatre,145.4413,-37.9343,Emerald,
The Centre Beaudesert,152.9955,-27.9871,Beaudesert,
Kuranda Ampitheatre,145.6367,-16.8228,Kuranda,
Tablelands Music Lovers – The Orb,145.4778,-17.2629,Atherton,
Atherton Performing Arts Theatre,145.4738,-17.2672,Atherton,
Royal Open Air Theatre,143.0376,-22.3895,Winton,
The Royal Theatre,143.038,-22.3902,Winton,
Weber Bros Big Top,145.4226,-16.9984,Mareeba,
Potters House Springfield,152.8923,-27.6703,Augustine Heights,
Malanda Theatre,145.5929,-17.3535,Malanda,
Clink Theatre,145.464,-16.4849,Port Douglas,
Pinnacle Playhouse,148.7164,-21.148,Gargett,
Kucom Playhouse,149.1718,-21.1086,Mackay,
Burdekin Theatre,147.4042,-19.5766,Ayr,
Ipswich Civic Centre,152.7586,-27.6151,Ipswich,
Studio 188,152.7517,-27.6424,Ipswich,QLD
Kinnections Performing Arts Centre,153.2632,-27.7702,Ormeau,
Weber Bros Big Top,153.1897,-27.6845,Loganholme,
Beenleigh Theatre Group Inc,153.2017,-27.7184,Beenleigh,
Phoenix Ensemble,153.1977,-27.721,Beenleigh,
Logan Entertainment Centre,153.1026,-27.6449,Logan Central,
Stanthorpe Little Theatre,151.9375,-28.65,Stanthorpe,
Weber Bros Big Top,150.5229,-23.3523,Rockhampton,
Caloundra Chorale and Theatre Group,153.1244,-26.7589,Sunshine Coast,
USQ Allison Dickson Theatre,151.9352,-27.6034,Toowoomba,
Ben Bennett Bushland Park,153.1311,-26.7941,Sunshine Coast,
Strand Cinema Caloundra,153.1346,-26.8047,Sunshine Coast,
USC Theatre - University of Sunshine Coast,153.0595,-26.716,Sunshine Coast,
USC K1 Performing Arts Space,153.0595,-26.716,Sunshine Coast,
Noosa Arts Theatre,153.077,-26.4046,Sunshine Coast,
Blackbox Theatre,152.9621,-26.6272,Sunshine Coast,
Majestic Cinemas Nambour,152.9585,-26.6259,Sunshine Coast,
Nambour Cinema,152.9594,-26.6279,Sunshine Coast,
The J,153.0887,-26.3964,Sunshine Coast,
The Paragon Theatre,152.2767,-25.2361,Childers,
Fraser Coast Discovery Sphere,152.8376,-25.2838,Hervey Bay,
Z-Pac Theatre,152.8484,-25.2857,Hervey Bay,
Rumours Convention Centre,151.9538,-27.5578,Toowoomba,
USQ Arts Theatre,151.9356,-27.6038,Toowoomba,
"Empire theatres, Toowoomba City, Toowoomba",151.9558,-27.5631,Toowoomba,
The Strand Cinemas,153.1346,-26.8047,Toowoomba,
Bowen Summergarden Theatre,148.2289,-19.9751,Bowen,
NAFA Spiegeltent,146.8041,-19.24,Townsville,
Empire Tent,146.8108,-19.2463,Townsville,
Bargara Cultural Centre,152.4553,-24.8257,Bundaberg,
Weber Bros Big Top,152.31,-24.8935,Bundaberg,
The Old Courthouse Theatre,146.816,-19.2587,Townsville,
Gympie Civic Centre,152.6667,-26.1888,Gympie,
Perseverance Street Theatre Company,152.6575,-26.1904,Gympie,
AMEB Theatrette,152.993,-27.4481,Brisbane,
Draney Theatre - Marist College,152.9806,-27.4377,Brisbane,
Majestic Cinemas,153.1712,-27.4422,Brisbane,
Augathella Spiegeltent,153.1753,-27.445,Brisbane,
Hayward Street Studios,153.0131,-27.4151,Brisbane,
Act 1 Theatre,153.0251,-27.4698,Brisbane,
Substation Theatre,152.9999,-27.4586,Brisbane,
Metro Arts,153.0124,-27.4778,Brisbane,
Playhouse - QPAC,153.0162,-27.4752,Brisbane,
Basement 243,153.0331,-27.4571,Brisbane,
Judith Wright Centre of Contemporary Arts,153.0367,-27.4596,Brisbane,
Seven Hills Hub,153.0735,-27.4775,Brisbane,
The New Globe Theatre,153.0327,-27.4566,Brisbane,
The Tivoli Theatre,153.0316,-27.4521,Brisbane,
BackDock Arts,153.0301,-27.4549,Brisbane,
The Theatre,153.0735,-27.4774,Brisbane,
Arcana's Empress Theatre,153.0144,-27.5322,Brisbane,
Geoffrey Rush Drama Studio,153.0161,-27.4972,Brisbane,
Schonell Cinema & Live Theatre,153.016,-27.4953,Brisbane,
Regal Twin,152.976,-27.5222,Brisbane,QLD
La Boite Theatre Company,153.014,-27.4538,Brisbane,
Roundhouse Theatre - QUT,153.014,-27.4538,Brisbane,
Woodward Theatre QUT Kelvin Grove,153.0174,-27.4517,Brisbane,
Centenary State High School,152.9404,-27.5375,Brisbane,
Queensland Ballet Academy,153.0144,-27.4495,Brisbane,
PIP Theatre,153.0048,-27.4704,Brisbane,QLD
Christ Church 9,153.0099,-27.4661,Brisbane,
Ad Astra Theatre,153.0143,-27.4616,Brisbane,
Flowstate,153.0237,-27.4797,Brisbane,
Spiegel Zelt,144.737,-38.3399,Gold Coast,
Billie Brown Studio,153.0143,-27.4722,Brisbane,
QSO Studio South Bank,153.0205,-27.4763,Brisbane,
The Theatre - Former TAFE Campus,153.0735,-27.4774,Brisbane,
Contortionist Studios,153.0423,-27.4909,Brisbane,
Queensland Ballet,153.0012,-27.4866,Brisbane,
The Princess Theatre,153.0235,-27.4709,Brisbane,
Holy Spirit Auditorium,152.9727,-27.2936,Brisbane,
Angelika Cinemas,153.0418,-27.493,Brisbane,
Mueller Performing Arts Centre,153.0616,-27.2129,Brisbane,
Thomas Dixon Centre,153.0018,-27.4861,Brisbane,
Talbot Theatre,153.0019,-27.4863,Brisbane,
The Backlot Theatre,153.4124,-28.0061,Gold Coast,
Brisbane Dance Theatre,153.0536,-27.489,Brisbane,
Lingo Lin Performing Arts Theatre,153.0234,-27.471,Brisbane,
The Zamia Theatre,153.1848,-27.9256,Gold Coast,
Barossa Arts and Convention Centre,138.9912,-34.5221,Tanunda,
Gold Coast Convention and Exhibition Centre,153.4291,-28.0281,Gold Coast,
Spotlight Theatre,153.3923,-28.01,Gold Coast,
The Avalon,153.0018,-27.4944,Brisbane,
Institute Theatre,137.7627,-32.4918,Port Augusta,
Javeenbah Theatre,153.3325,-27.9878,Gold Coast,
Spiegeltent Gold Coast,153.4133,-27.962,Gold Coast,
Lea Memorial Theatre,137.7851,-32.5101,Port Augusta,
"HOTA, Home of the Arts",153.4162,-28.0015,Gold Coast,
The Space - The Arts Centre,153.4167,-28.0024,Gold Coast,
Youthoria Cinema,135.8568,-34.7214,Port Lincoln,
Strathalbyn Players Inc. – Chapel Theatre,138.8893,-35.2566,Strathalbyn,
Sir Robert Helpmann Theatre,140.7814,-37.8294,Mount Gambier,
Wehl Street Theatre,140.7737,-37.8278,Mount Gambier,
AC Arts Main Theatre,138.5924,-34.9245,Adelaide,
Higher Ground,138.5928,-34.9236,Adelaide,
Queen's Theatre,138.5956,-34.9253,Adelaide,
Space Theatre,138.5993,-34.9188,Adelaide,
The Grand Academy of Lagado,138.5918,-34.922,Adelaide,
The Lotus Palace,138.6111,-34.9222,Adelaide,
The Sax and Violins Film Society,138.6072,-34.9255,Adelaide,
The Tuxedo Cat,138.5971,-34.9272,Adelaide,
Tuxedo Cat,138.6047,-34.926,Adelaide,
Universal Wine Bar,138.6101,-34.9226,Adelaide,
Urban Spaceman Vintage,138.5989,-34.9226,Adelaide,
Vogue Theatre,138.6091,-34.9677,Adelaide,
Rumpus,138.5781,-34.904,Adelaide,
The Warehouse Theatre,138.6065,-34.9418,Adelaide,
Empire Theatre at Wonderland Festival Hub,138.6059,-34.9245,Adelaide,
Queens Theatre Playhouse,138.5955,-34.9253,Adelaide,
Karen's Diner,138.6105,-34.9216,Adelaide,
The GC Adelaide - The Arts Centre,138.603,-34.9304,Adelaide,
The Warehouse Theatre,138.6065,-34.9418,Adelaide,
The Lab @ Fool's Paradise,138.5999,-34.9281,Adelaide,
The Flamingo at Gluttony - Rymill Park,138.6142,-34.9239,Adelaide,
Odeon Theatre,138.6387,-34.9213,Adelaide,
Ukaria Cultural Centre,138.9047,-35.0691,Adelaide,
Stirling Community Theatre,138.7147,-35.0043,Adelaide,
Brighton Dome,138.5198,-35.0037,Adelaide,
Clovelly Park Memorial Community Centre,138.5742,-35.0006,Adelaide,
Marion Cultural Centre,138.5461,-35.0148,Adelaide,
Hobart College Theatre,147.3182,-42.9171,Hobart,
Entertainment Centre Theatre,138.5745,-34.9067,Adelaide,
The Shedley,138.6716,-34.718,Adelaide,
The Little Theatre,146.6595,-41.527,Deloraine,
The Cinema,145.9052,-41.0535,Burnie,
Prop Shop Warehouse,138.538,-34.8544,Adelaide,
Star Theatres,138.564,-34.9323,Adelaide,
State Opera Studio,138.5534,-34.9438,Adelaide,
Adelaide Entertainment Centre,138.5753,-34.9084,Adelaide,
Coopers Brewery,138.5713,-34.8726,Adelaide,
Moonah Arts Centre,147.2954,-42.846,Hobart,
The Hetzel Room - The Courtyard of Curiositie,138.6008,-34.9214,Adelaide,
Reece High School Performing Arts Centre,146.3479,-41.1919,Devonport,
Runnymede Historic House & Gardens,147.3118,-42.8528,Hobart,
The Farrall Centre,147.3164,-42.8678,Hobart,
ExitLeft,147.3276,-42.8836,Hobart,
Theatre Royal Backspace,147.331,-42.8796,Hobart,
Avalon Arts & Function Centre,147.1749,-41.4384,Launceston,
Earl Arts Centre,147.1418,-41.4364,Launceston,
JB Osborne Theatre,144.2345,-36.7895,Kangaroo Flat,
The Playhouse Theatre,147.3252,-42.8815,Hobart,
The Annexe Theatre,147.1404,-41.4275,Launceston,
The Tramsheds,147.1382,-41.4284,Launceston,
Queenscliffe Lighthouse Theatre Group,144.6264,-38.2698,Geelong,
IO HQ,147.1369,-41.4337,Launceston,
Flinders Arts & Entertainment Centre,148.0169,-40.122,Whitemark,
Kyneton Arts Centre,144.7284,-37.277,Lancefield,
Cloud9 Cinema,146.9613,-36.7266,Bright,
Woodbin Theatre,144.3498,-38.1455,Geelong,
The May Wirth Big Top,144.22,-37.0674,Castlemaine,
Circus Big Top,144.3186,-38.1967,Geelong,
Broadford Amateur Theatrical Society Inc.,145.0367,-37.2071,Central Victoria,
Back to Back Theatre,144.3572,-38.1476,Geelong,
Courthouse Arts,144.3578,-38.1476,Geelong,
The Play House,144.3564,-38.1482,Geelong,
The Potato Shed,144.5578,-38.1899,Geelong,
Echuca Musical Theatre,144.748,-36.1453,Echuca,
Bendigo Bank Theatre,144.2762,-36.7573,Bendigo,
"Benalla Cinema, Benalla VIC",145.9814,-36.5513,Benalla,
Leongatha Lyric Theatre Inc.,145.9569,-38.4684,Leongatha South,
Wangaratta Performing Arts Centre,146.323,-36.3556,Wangaratta,
Stratford Courthouse,147.0801,-37.9659,Maffra West Upper,
Mercy Theatre,142.1413,-34.178,159-177 Riverside Ave Mildura,VIC
Albury Wodonga Theatre Company,146.9161,-36.0945,Wodonga,
Regent Theatre,146.6763,-38.5626,Yarram,
HotHouse Theatre,146.8991,-36.1002,Wodonga,
Westside Performing Arts Centre,145.3515,-36.3814,Mooroopna,
Listo Trapeze,142.1668,-34.2361,Mildura South,
Mildura Arts Centre,142.1586,-34.1775,Mildura,
Delacombe Town Centre,143.8056,-37.5907,Delacombe,
Riverlinks,145.3984,-36.3771,Shepparton,
The Stratford Courthouse Theatre,147.0803,-37.9658,Sale,
Anglesea Performing Arts Inc.,144.1775,-38.4084,Anglesea,
Red Rock Theatre,143.5228,-38.2895,Cororooke,
Reardon Theatre,142.2348,-38.3836,Port Fairy,
Wonthaggi Arts Centre,145.5922,-38.606,Wonthaggi,
The Knowe,145.3467,-37.872,Ferny Creek,
The Wedge,147.0718,-38.1112,Sale,
Creswick Courthouse Theatre,143.8912,-37.425,Creswick,
"Courthouse Theatre, SMB Campus, Ballarat",143.8575,-37.5635,Ballarat Central,
1870 Founders Theatre (University of Ballarat,143.8837,-37.6238,Ballarat,
Her Majesty's Theatre,143.8581,-37.5628,Ballarat,
Regent Theatre,143.8576,-37.5603,Ballarat,
The Rex Community Theatre,144.1427,-37.3426,Daylesford,
Portland Arts Centre,141.6064,-38.3524,Portland North,
Vau d'vile - Showroom,144.9769,-37.7983,Melbourne,
Lilydale Athenaeum Theatre,145.3536,-37.7559,Yarra Valley,
Globe Theatre,143.9923,-38.2393,Winchelsea,
Lorne Theatre,143.9751,-38.5392,Lorne,
Dancehouse,144.9705,-37.7922,Melbourne,
Dirty Angel Comedy,142.4802,-38.3868,Warrnambool,
Theatre Exit,145.4859,-37.5983,Healesville,
Bella Union Bar,144.9661,-37.8068,Melbourne,
Faculty of Business and Economics Building,144.9596,-37.8012,Melbourne,
IMAX Melbourne Museum,144.97,-37.7999,Melbourne,
La Mama Courthouse,144.9631,-37.8136,Melbourne,
La Mama Theatre,144.9633,-37.8141,Melbourne,
Cracked Actors Theatre (CAT),144.9772,-37.8502,Melbourne,
Melbourne French Theatre Inc.,144.9735,-37.7933,Melbourne,
Union Theater,144.9623,-37.7963,Melbourne,
Karen's Diner,144.9679,-37.7976,Melbourne,
The Motley Bauhaus - The Cellar,144.9708,-37.7973,Melbourne,
NAB Auditorium,144.9457,-37.8189,Melbourne,
Wonderland Junior,144.9377,-37.812,Melbourne,
The Melba Sawtooth,144.9869,-37.7994,Melbourne,
Performance Space at The Dock,144.9405,-37.82,Melbourne,
Nord Temple,144.986,-37.8014,Melbourne,
The Improv Pit Theatre,144.9864,-37.7975,Melbourne,
Circus Centre Melbourne,144.9858,-37.7999,Melbourne,
Treasury Theatre,144.9747,-37.8127,Melbourne,
Burlesque Bar,144.9762,-37.7982,Melbourne,
The Eleventh Hour Theatre,144.9839,-37.7959,Melbourne,
The Shelley Room,144.9863,-37.7802,Melbourne,
Vau d'vile - House of Love,144.9769,-37.7983,Melbourne,
NONO,144.9665,-37.7435,Melbourne,
1000 £ Bend,144.9633,-37.8141,Melbourne,
ACMI Cinemas,144.9676,-37.8218,Melbourne,
Australian Centre of the Moving Image,144.9685,-37.8179,Melbourne,
Billboard The Venue,144.9683,-37.8119,Melbourne,
Comedy Theatre,144.9702,-37.8103,Melbourne,
Beaumaris Theatre,145.0504,-37.9819,Melbourne,
"Deakin Edge Theatre, Federation Square",144.9697,-37.8182,Melbourne,
Donkey Wheel House,144.9542,-37.8174,Melbourne,
Her Majesty's Theatre,144.9697,-37.8105,Melbourne,
Last Laugh,144.9673,-37.8148,Melbourne,
Croydon Parish Players,145.2798,-37.7918,Melbourne,
Sherbrooke Theatre Co,145.1304,-37.7873,Melbourne,VIC
Palace Theatre,144.9723,-37.8114,Melbourne,
Regent Theatre,144.9675,-37.8154,Melbourne,
Circus Royale Australia,145.2872,-37.8333,Melbourne,
Elisabeth Murdoch Theatre,144.9633,-37.7975,Melbourne,
Evan Williams Theatre,144.9636,-37.7979,Melbourne,
"Harold White Theatre, University of Melbourne",144.9638,-37.7998,Melbourne,
Carrillo Gantner Theatre,144.9631,-37.8136,Melbourne,
Arts House - North Melbourne Town Hall,144.95,-37.8032,Melbourne,
Meat Market,144.9544,-37.8016,Melbourne,
The Arts Centre - The Theatres Building,144.9686,-37.8216,Melbourne,
Viva Melbourne,144.9382,-37.7918,Melbourne,
The Edge,144.9698,-37.817,Melbourne,
The FAD Gallery,144.9684,-37.8113,Melbourne,VIC
The FAD Gallery,144.9684,-37.8113,Melbourne,VIC
The Forum,144.9696,-37.8166,Melbourne,
The Owl and Cat Theatre,144.9902,-37.8251,Melbourne,
The Palace Theatre,144.9722,-37.8112,Melbourne,
Chapel Off Chapel - The Loft,144.9955,-37.8476,Melbourne,
Dr. Sugar,144.9956,-37.8502,Melbourne,
Freemason's Building,144.992,-37.8499,Melbourne,
Comedy Republic,144.9668,-37.8134,Melbourne,
Queens of the Damned Theatre Restaurant,144.9658,-37.8079,Melbourne,
Ultra Lounge,144.9956,-37.8502,Melbourne,
Speakeasy Theatre,144.9557,-37.8196,Melbourne,
National Institute of Circus Arts,144.9924,-37.853,Melbourne,VIC
Festival Park (The Vault),144.9631,-37.8136,Melbourne,
David Williamson Theatre,144.9914,-37.8524,Melbourne,
Spiegel Haus Melbourne,144.9658,-37.8114,Melbourne,
Piccolo Teatro,144.9622,-37.8138,Melbourne,
Wonderground Cabaret and Burlesque,145.0844,-37.9784,Melbourne,
Chapel Off Chapel,144.9955,-37.8476,Melbourne,
Italian Institute of Culture,144.9856,-37.8348,Melbourne,
Palace Cinema Como,144.9956,-37.8395,Melbourne,
Bohemia Cabaret Club,144.9613,-37.8313,Melbourne,
St. Martins Youth Arts Centre,144.9811,-37.8352,Melbourne,
Red Stair Ampitheatre,144.9628,-37.821,Melbourne,
The Rubber Chicken,144.9639,-37.8348,Melbourne,
Boobook Theatre Inc.,145.0645,-37.6905,Melbourne,
Uni Hill Conference Centre,145.0716,-37.6836,Melbourne,
Astor Theatre,144.9921,-37.8579,Melbourne,
Red Stitch Actors Theatre,144.9927,-37.8585,Melbourne,
Impro Melbourne Theatre,144.9502,-37.8078,Melbourne,
Alex Theatre,144.9779,-37.8594,Melbourne,
CLOC Musical Theatre,144.9808,-37.8668,Melbourne,
Malthouse Outdoor Stage,144.967,-37.8271,Melbourne,
Southbank Theatre,144.9687,-37.8235,Melbourne,
The Arts Centre Melbourne,144.9681,-37.8221,Melbourne,
The Palms at Crown,144.9575,-37.8245,Melbourne,
VCA Performing Arts Building,144.9682,-37.8253,Melbourne,
National Theatre,144.9808,-37.8671,Melbourne,
Primrose Potter Salon,144.9631,-37.8136,Melbourne,
Saint Evie,144.9825,-37.8588,Melbourne,
Theatre Works: Explosives Factory,144.9843,-37.8645,Melbourne,
Theatre Works - Blackbox Outdoor Stage,144.9761,-37.8642,Melbourne,
Victorian Pride Centre - Rooftop,144.9763,-37.8607,Melbourne,
Victorian Pride Centre - Theatrette,144.9763,-37.8607,Melbourne,
The National Theatre,144.9809,-37.8669,Melbourne,
Lithuian Club,144.9496,-37.804,Melbourne,
The Chandelier Room,145.0739,-37.9435,Melbourne,
Brighton Theatre Company,144.9982,-37.9117,Melbourne,
Monash Performing Arts Centre,145.1393,-37.906,Melbourne,
Strathmore Theatre Arts Group,144.922,-37.7346,Melbourne,
Nuworks Theater,145.0733,-37.9566,Melbourne,
The Wherehouse,145.0735,-37.9567,Melbourne,
Village Cinemas Southland,145.0517,-37.9579,Melbourne,
Abbotsford Convent - The Industrial School,145.0035,-37.8025,Melbourne,
Mills Street Theatre,145.0738,-37.9561,Melbourne,
Carey Baptist Grammar School,145.048,-37.8152,Melbourne,
George Jenkins Theatre,145.1369,-38.1431,Melbourne,
Cranbourne Community Theatre,144.9604,-37.8324,Melbourne,
Doncaster Secondary Performance Centre,145.1376,-37.7851,Melbourne,
Fab Nobs Theatre,145.2771,-37.8427,Melbourne,
The Fab Factory,145.2743,-37.842,Melbourne,
Circus Big Top,145.2875,-37.8262,Melbourne,
The Basin Theatre,145.3295,-37.8531,Melbourne,
Theatre Place,145.0787,-37.8262,Melbourne,
Circus Royale Big Top,144.8865,-37.7139,Melbourne,
Rivoli Cinemas,145.0598,-37.8337,Melbourne,
Circus Royale Big Top,145.0387,-37.7549,Melbourne,
Malvern Theatre Company Inc.,145.048,-37.8749,Melbourne,
Cabaret Cathedral,144.8914,-38.3589,Melbourne,
Southern Peninsula Players,144.9001,-38.3561,Melbourne,
The Coracle,145.0175,-37.7771,Melbourne,
Q44 Theatre,145.0115,-37.8274,Melbourne,
Richmond Library Theatrette,145.0001,-37.8141,Melbourne,
Circus Royale Big Top,145.024,-37.6528,Melbourne,
The Owl and Cat Theatre,144.9952,-37.8252,Melbourne,
Bar Pigalle,144.9916,-37.8179,Melbourne,
Circus Royale,145.1119,-37.9723,Melbourne,
Leatherworks,144.9746,-37.7593,Melbourne,
Circus Royale Big Top Tent,145.0721,-37.6516,Melbourne,
Beverley Station Arts,116.9261,-32.1085,Beverley,
Entertainment Centre,118.8857,-31.3636,Bodallin,
Stage Left,121.489,-30.7815,Boulder,
"Dane Certificate's Magic Tricks, Gags & Theat",144.9636,-37.756,Melbourne,
MDC Theatre,144.9663,-37.7752,Melbourne,
Metanoia Theatre,144.9617,-37.7714,Melbourne,
Brookman Street Theatre,121.4764,-30.7427,Kalgoorlie,
Goldfields Repertory Club,121.4763,-30.7427,Kalgoorlie,
Theatre Nuevo,144.9612,-37.7698,Melbourne,
Banyule Theatre,145.0833,-37.7487,Melbourne,
Heidelberg Theatre,145.0671,-37.7437,Melbourne,
The Laneway Theatre,144.9909,-37.7664,Melbourne,
The Theatre Husk,145.0072,-37.7838,Melbourne,VIC
Catchment Factory,144.9823,-37.7191,Melbourne,
Feat Theatre,144.9937,-37.749,Melbourne,
Studio Nexus,145.0284,-37.755,Melbourne,
Circus Nexus,144.9977,-37.7401,Melbourne,
Music Auditorium - Monash University,145.2716,-37.9287,Clayton,VIC
Performing Arts Centre - Monash University,145.1382,-37.9159,Melbourne,
Village Cinemas M-City Clayton,145.1401,-37.9221,Melbourne,
The Ian Potter Centre for Performing Arts,145.1334,-37.9137,Melbourne,
Little Feat Theatre,144.9935,-37.7553,Melbourne,
The Thornbury Theatre,145.0012,-37.7541,Melbourne,
Thornbury Picture House,145.0014,-37.7538,Melbourne,
Jim Hughes Ampitheatre,128.7188,-15.7846,Kununurra,
Cardinia Cultural Centre,145.453,-38.0653,Melbourne,
Circus Royale Big Top,145.4595,-38.0628,Melbourne,
Lightening Amphitheatre,116.1569,-31.7373,Gidgegannup,
Theatre 8,114.636,-28.7683,Wonthella,
Circus Royale,145.3035,-38.0235,Melbourne,
Cabaret Cathedral,144.9027,-37.8078,Melbourne,
The Bowery Theatre,144.8011,-37.745,Melbourne,
Circus Royale Big Top,144.7453,-37.8395,Melbourne,
Elenya Performing Arts Center,144.864,-37.8552,Melbourne,
Witches In Britches Theatre Restaurant,144.9526,-37.8089,Melbourne,
The Sun Theatre,144.8906,-37.816,Melbourne,
Blue & Yellow Circus Big Top,144.747,-37.8394,Melbourne,
Wyndham Theatre Company,144.6629,-37.902,Melbourne,
Under The Big Top at Watergardens,144.7799,-37.6976,Melbourne,
Mornington Players Theatre,145.0357,-38.2204,Melbourne,
